/home/aditya/dev/btp/solver.py:19: FutureWarning: Input has data type int64, but the output has been cast to float64.  In the future, the output data type will match the input. To avoid this warning, set the `dtype` parameter to `None` to have the output dtype match the input, or set it to the desired output data type.
  D_1d = sp.diags([-1, 1], [-1, 1], shape=(Nx, Nx))  # Division by (2*dx) required later
/home/aditya/dev/btp/solver.py:25: FutureWarning: Input has data type int64, but the output has been cast to float64.  In the future, the output data type will match the input. To avoid this warning, set the `dtype` parameter to `None` to have the output dtype match the input, or set it to the desired output data type.
  D2_1d = sp.diags([1, -2, 1], [-1, 0, 1], shape=(Nx, Nx))  # Division by dx^2 required
Loading COMSOL data ...
Grid 31x31  |  f_raw range [0.0000, 10.0000]
u_comsol range [-0.0009, 9.0591]

Validating FD solver ...
FD vs COMSOL  |  max|err|=0.040937  rel-L2=0.002200

Device: cpu  |  Branch input dim: 961
Model parameters: 1,036,033

============================================================
 Training for 40000 epochs
============================================================

Epoch    1/40000 | loss=1.7083e-01  data=1.5608e-01  dir=1.4694e-03  neu=1.1387e-05  res=0.0000e+00  lr=1.00e-03  time=0.0min
Epoch   10/40000 | loss=4.2405e-01  data=5.7370e-02  dir=3.6615e-02  neu=1.0602e-04  res=0.0000e+00  lr=1.00e-03  time=0.0min
Epoch   20/40000 | loss=1.3143e-01  data=1.0402e-01  dir=2.6519e-03  neu=1.7754e-04  res=0.0000e+00  lr=1.00e-03  time=0.0min
Epoch   30/40000 | loss=1.3972e-01  data=9.8761e-02  dir=3.8291e-03  neu=5.3413e-04  res=0.0000e+00  lr=1.00e-03  time=0.0min
Epoch   40/40000 | loss=1.2718e-01  data=1.0575e-01  dir=2.1395e-03  neu=6.2837e-06  res=0.0000e+00  lr=1.00e-03  time=0.0min
Epoch   50/40000 | loss=1.2445e-01  data=1.0854e-01  dir=1.5743e-03  neu=3.2553e-05  res=0.0000e+00  lr=1.00e-03  time=0.0min
Epoch   60/40000 | loss=1.2250e-01  data=1.1145e-01  dir=1.0975e-03  neu=1.6901e-05  res=0.0000e+00  lr=1.00e-03  time=0.0min
Epoch   70/40000 | loss=1.2160e-01  data=1.1277e-01  dir=8.6999e-04  neu=2.6561e-05  res=0.0000e+00  lr=1.00e-03  time=0.0min
Epoch   80/40000 | loss=1.2069e-01  data=1.1130e-01  dir=9.2072e-04  neu=3.6681e-05  res=0.0000e+00  lr=9.99e-04  time=0.0min
Epoch   90/40000 | loss=1.1891e-01  data=1.1266e-01  dir=6.0214e-04  neu=4.6331e-05  res=0.0000e+00  lr=9.99e-04  time=0.0min
Epoch  100/40000 | loss=1.1524e-01  data=1.0779e-01  dir=7.2286e-04  neu=4.4842e-05  res=0.0000e+00  lr=9.99e-04  time=0.0min
Epoch  110/40000 | loss=6.9103e-01  data=4.7014e-02  dir=6.2660e-02  neu=3.4831e-03  res=0.0000e+00  lr=9.99e-04  time=0.0min
Epoch  120/40000 | loss=2.3517e-01  data=7.3162e-02  dir=1.6097e-02  neu=2.0779e-04  res=0.0000e+00  lr=9.99e-04  time=0.0min
Epoch  130/40000 | loss=1.2591e-01  data=1.2499e-01  dir=9.0211e-05  neu=3.1311e-06  res=0.0000e+00  lr=9.98e-04  time=0.0min
Epoch  140/40000 | loss=1.2270e-01  data=1.0997e-01  dir=1.2674e-03  neu=1.0961e-05  res=0.0000e+00  lr=9.98e-04  time=0.0min
Epoch  150/40000 | loss=1.2089e-01  data=1.1226e-01  dir=8.5497e-04  neu=1.5076e-05  res=0.0000e+00  lr=9.98e-04  time=0.0min
Epoch  160/40000 | loss=1.1943e-01  data=1.1323e-01  dir=6.0563e-04  neu=2.8030e-05  res=0.0000e+00  lr=9.97e-04  time=0.0min
Epoch  170/40000 | loss=1.1718e-01  data=1.1073e-01  dir=6.2437e-04  neu=4.1101e-05  res=0.0000e+00  lr=9.97e-04  time=0.1min
Epoch  180/40000 | loss=1.1311e-01  data=1.0530e-01  dir=7.4836e-04  neu=6.5182e-05  res=0.0000e+00  lr=9.97e-04  time=0.1min
Epoch  190/40000 | loss=1.0319e-01  data=9.7524e-02  dir=5.2468e-04  neu=8.4062e-05  res=0.0000e+00  lr=9.96e-04  time=0.1min
Epoch  200/40000 | loss=6.8994e-02  data=6.4531e-02  dir=3.7626e-04  neu=1.4019e-04  res=0.0000e+00  lr=9.96e-04  time=0.1min
Epoch  210/40000 | loss=1.2962e+00  data=5.9489e-02  dir=1.2125e-01  neu=4.8327e-03  res=0.0000e+00  lr=9.96e-04  time=0.1min
Epoch  220/40000 | loss=2.7002e-01  data=6.3211e-02  dir=1.9668e-02  neu=2.0271e-03  res=0.0000e+00  lr=9.95e-04  time=0.1min
Epoch  230/40000 | loss=1.3771e-01  data=8.2311e-02  dir=5.3223e-03  neu=4.3491e-04  res=0.0000e+00  lr=9.95e-04  time=0.1min
Epoch  240/40000 | loss=1.0764e-01  data=1.0663e-01  dir=4.4587e-05  neu=1.1203e-04  res=0.0000e+00  lr=9.94e-04  time=0.1min
Epoch  250/40000 | loss=9.3218e-02  data=9.1683e-02  dir=1.1033e-04  neu=8.6333e-05  res=0.0000e+00  lr=9.94e-04  time=0.1min
Epoch  260/40000 | loss=7.0202e-02  data=5.9292e-02  dir=1.0275e-03  neu=1.2723e-04  res=0.0000e+00  lr=9.93e-04  time=0.1min
Epoch  270/40000 | loss=4.3597e-02  data=3.9264e-02  dir=3.3573e-04  neu=1.9507e-04  res=0.0000e+00  lr=9.93e-04  time=0.1min
Epoch  280/40000 | loss=3.2254e-02  data=2.9709e-02  dir=9.3996e-05  neu=3.2086e-04  res=0.0000e+00  lr=9.92e-04  time=0.1min
Epoch  290/40000 | loss=1.2630e-01  data=3.9635e-02  dir=8.3101e-03  neu=7.1365e-04  res=0.0000e+00  lr=9.92e-04  time=0.1min
Epoch  300/40000 | loss=4.1558e-02  data=2.9338e-02  dir=1.1839e-03  neu=7.6008e-05  res=0.0000e+00  lr=9.91e-04  time=0.1min
Epoch  310/40000 | loss=3.4322e-02  data=2.9011e-02  dir=5.1641e-04  neu=2.9394e-05  res=0.0000e+00  lr=9.91e-04  time=0.1min
