loss,data_loss,dirichlet_loss,neumann_loss,residual_loss
1.2978153228759766,0.3884539008140564,0.016202490776777267,0.7473364472389221,0.0
808.3934326171875,0.17176319658756256,0.12858282029628754,806.9358520507812,0.0
21.170469284057617,0.1121404841542244,0.034514423459768295,20.713184356689453,0.0
3.6985549926757812,0.1376967430114746,0.017379703000187874,3.38706111907959,0.0
14.677663803100586,0.1738978922367096,0.009564908221364021,14.408116340637207,0.0
1.9776941537857056,0.20245783030986786,0.0034179375506937504,1.7410569190979004,0.0
24.42149543762207,0.2281775027513504,0.00205926108174026,24.172725677490234,0.0
6.054612636566162,0.2317606508731842,0.0006258568027988076,5.816593647003174,0.0
8.231062889099121,0.2309589833021164,0.0011693318374454975,7.988410949707031,0.0
13.007946014404297,0.22476735711097717,0.0016985601978376508,12.766193389892578,0.0
0.28460296988487244,0.2149137258529663,0.0009494510595686734,0.06019473075866699,0.0
10.982593536376953,0.20754095911979675,0.002083836356177926,10.7542142868042,0.0
7.006160259246826,0.19906586408615112,0.002672662492841482,6.780367851257324,0.0
0.44247978925704956,0.19142137467861176,0.0036798592191189528,0.2142598032951355,0.0
7.5364603996276855,0.18830378353595734,0.0054797823540866375,7.29335880279541,0.0
5.8160905838012695,0.18977804481983185,0.005051922518759966,5.575793266296387,0.0
0.3689054846763611,0.1941731870174408,0.0034146371763199568,0.14058592915534973,0.0
2.7667367458343506,0.19981101155281067,0.002521324437111616,2.541712522506714,0.0
5.007462978363037,0.20540978014469147,0.0019433342386037111,4.782619953155518,0.0
2.0634782314300537,0.21034449338912964,0.0012035156833007932,1.841098666191101,0.0
0.2347259521484375,0.21450449526309967,0.0007589427987113595,0.012632030993700027,0.0
1.3879904747009277,0.21789516508579254,0.0007021314231678843,1.163074016571045,0.0
2.3583030700683594,0.2206794023513794,0.0006999226752668619,2.130624532699585,0.0
1.3860759735107422,0.22315911948680878,0.0005511000636033714,1.1574058532714844,0.0
0.2863951325416565,0.22539843618869781,0.00039213491254486144,0.057075366377830505,0.0
0.7674162983894348,0.2267283946275711,0.0003889947256539017,0.5367979407310486,0.0
1.719353199005127,0.22587783634662628,0.0005042278789915144,1.4884331226348877,0.0
1.223441481590271,0.22243724763393402,0.0006098830490373075,0.994905412197113,0.0
0.36311075091362,0.2175750583410263,0.0007523946114815772,0.13801175355911255,0.0
0.31979432702064514,0.21266165375709534,0.000978526077233255,0.09734740108251572,0.0
0.7088851928710938,0.20853079855442047,0.0012279109796509147,0.488075315952301,0.0
0.8732048869132996,0.2055346965789795,0.0014235719572752714,0.6534344553947449,0.0
0.6560530662536621,0.20369400084018707,0.0015339433448389173,0.43701961636543274,0.0
