loss,res_loss,d0_loss,d1_loss,neu_loss
56226.2421875,27690746.0,20.46171760559082,55.96772766113281,768.3163452148438
330440.09375,80241824.0,21.802579879760742,51.70585632324219,9399.2548828125
152521.421875,25178470.0,51.30864334106445,20.8976993560791,1378.3941650390625
54938.09375,6848681.5,68.42709350585938,12.99600887298584,67.21952819824219
52026.78515625,5144300.5,67.26705932617188,14.178740501403809,502.33544921875
42087.09375,3498809.5,63.69587707519531,15.8444185256958,21.838579177856445
29412.380859375,2093530.5,63.70120620727539,15.645306587219238,23.606952667236328
21855.26953125,1352157.5,61.205467224121094,16.810407638549805,142.73159790039062
20699.904296875,1144474.5,58.77165222167969,17.888866424560547,22.70288848876953
13073.9755859375,640025.75,51.53639221191406,22.18465232849121,199.7399444580078
14078.6884765625,634947.4375,43.87331771850586,27.624666213989258,38.34687042236328
11666.884765625,482519.0,39.85861587524414,30.999351501464844,15.571349143981934
10021.7900390625,382480.375,35.42707824707031,35.33195495605469,6.5413408279418945
8883.767578125,314540.125,33.52119445800781,37.23981857299805,5.88162088394165
7221.712890625,238138.390625,32.02401351928711,38.918678283691406,6.619171619415283
6486.57861328125,200134.40625,32.55442428588867,38.34614562988281,11.376982688903809
6742.93798828125,195986.984375,32.474388122558594,38.3466796875,8.558981895446777
5483.3134765625,150136.6875,33.25265121459961,37.36769485473633,7.772804260253906
5948.63818359375,154536.234375,33.26809310913086,37.21202087402344,5.781456470489502
4232.08154296875,103984.3984375,33.07270812988281,37.38151931762695,2.2513251304626465
5975.3349609375,140425.953125,32.78240966796875,37.79526901245117,6.8671793937683105
4902.85595703125,109704.65625,33.9778938293457,36.54978942871094,5.323355674743652
5131.93994140625,109698.8828125,36.45234680175781,33.97245407104492,15.366800308227539
4292.4052734375,87901.171875,38.749446868896484,31.807415008544922,2.5917301177978516
4377.3076171875,86017.2421875,40.43080139160156,30.274036407470703,5.740725994110107
4392.4443359375,82932.046875,40.69213104248047,29.979869842529297,9.30612850189209
4025.9833984375,73234.0390625,40.807640075683594,29.848222732543945,0.689544141292572
3538.865478515625,61746.25390625,39.72157287597656,30.821149826049805,10.532500267028809
4295.95458984375,72842.2421875,38.545406341552734,31.89324951171875,0.6661051511764526
3707.621337890625,60597.12890625,37.51390075683594,32.79545211791992,1.4844112396240234
3365.156005859375,53097.0625,37.0259895324707,33.25423049926758,2.858055591583252
3600.697021484375,55153.1875,36.379634857177734,33.854068756103516,0.6592417359352112
3197.048583984375,47328.87890625,35.368160247802734,34.891029357910156,3.083310604095459
3276.53125,47116.81640625,34.34852981567383,35.90082931518555,2.3380157947540283
3586.174072265625,50212.52734375,33.81965637207031,36.407264709472656,1.0704189538955688
3212.87353515625,43623.328125,33.3369026184082,36.83368682861328,1.8233939409255981
3441.22802734375,45550.171875,33.444087982177734,36.70103454589844,0.3702741861343384
3176.25927734375,40858.53515625,33.874977111816406,36.20969009399414,0.9261338710784912
3441.760498046875,43219.02734375,35.229129791259766,34.86554718017578,0.5815750360488892
3374.25244140625,41298.6640625,35.71116256713867,34.373600006103516,0.27457091212272644
3497.6484375,41795.46875,36.065040588378906,34.04410171508789,0.3107980489730835
3313.933349609375,38614.390625,36.42886734008789,33.70463180541992,0.1910398006439209
3511.690185546875,40014.2265625,36.323631286621094,33.82833480834961,0.31454482674598694
3246.4755859375,36085.1328125,36.53562927246094,33.586647033691406,0.8614927530288696
3288.42529296875,35757.66015625,36.07542419433594,34.00498962402344,0.15548114478588104
3438.01904296875,36603.14453125,36.48846435546875,33.59071350097656,0.4504183530807495
3465.68505859375,36120.1484375,35.917667388916016,34.17454528808594,0.2987715005874634
3458.66357421875,35289.44140625,36.00941467285156,34.074031829833984,0.793644905090332
3464.63427734375,34636.17578125,35.91571807861328,34.174110412597656,0.1992468684911728
3592.509521484375,35218.83984375,36.09461975097656,33.98052215576172,0.5503503084182739
3353.67333984375,32191.1484375,35.44814682006836,34.590965270996094,0.1368684321641922
4002.555908203125,37803.88671875,35.632694244384766,34.43006896972656,0.8887847661972046
3409.07568359375,31496.162109375,35.12478256225586,34.9219970703125,0.4355604946613312
5070.09423828125,46292.375,34.539031982421875,35.553977966308594,0.42413318157196045
4360.17138671875,38997.21875,34.39547348022461,35.675323486328125,0.40671586990356445
4548.47021484375,39971.00390625,34.60765838623047,35.41537094116211,1.695003867149353
4929.83740234375,42628.4296875,34.86649703979492,35.18821716308594,0.14149409532546997
3857.34423828125,32644.591796875,35.076171875,34.989341735839844,0.5064559578895569
4167.86572265625,34726.41015625,35.51852035522461,34.51018142700195,0.12075982242822647
4540.41455078125,37251.6484375,36.16195297241211,33.88455581665039,0.17014078795909882
4036.984130859375,32515.07421875,36.17611312866211,33.817420959472656,0.15152491629123688
4401.45654296875,34929.203125,35.892539978027344,34.131858825683594,0.21105597913265228
4278.015625,33394.34375,35.922279357910156,34.15516662597656,0.2507053017616272
4345.8251953125,33399.18359375,35.949161529541016,34.09853744506836,0.6816908717155457
4284.7939453125,32418.5859375,36.7263069152832,33.383853912353516,0.26786983013153076
4358.5009765625,32487.6171875,36.03380584716797,34.02495193481445,0.07702615112066269
4383.4296875,32188.2890625,36.041465759277344,34.003944396972656,0.15310779213905334
